id,POINT_Y,POINT_X
67550,53.31578869,-6.214333929
67551,53.31579119,-6.213930761
67552,53.31580856,-6.214197451
67553,53.31581169,-6.214067665
67554,53.31581539,-6.21401111
67555,53.31583475,-6.213484412
67556,53.31583475,-6.213216309
67557,53.31583475,-6.213187787
67558,53.31583475,-6.213155463
67559,53.31583589,-6.213299972
67560,53.31583589,-6.213250535
67561,53.31583702,-6.213573779
67562,53.31583702,-6.213549061
67563,53.31583702,-6.213518638
67564,53.31583844,-6.212964874
67565,53.3158393,-6.213613709
67566,53.315842,-6.213003496
67567,53.31584377,-6.213048061
67568,53.31584377,-6.212926251
67569,53.315845,-6.213366523
67570,53.31584911,-6.212837121
67571,53.31587688,-6.214277311
67572,53.31590961,-6.214368092
67573,53.31594808,-6.213801444
67574,53.31598374,-6.214013508
67575,53.31598476,-6.213805266
67576,53.31602001,-6.212315428
67577,53.3160271,-6.214387407
67578,53.31603094,-6.213783605
67579,53.31605308,-6.214425135
67580,53.31610078,-6.213545435
67581,53.3161027,-6.213329149
67582,53.31610517,-6.21310768
67583,53.31610932,-6.212709385
67584,53.31611205,-6.212838303
67585,53.31611945,-6.213972326
67586,53.31668348,-6.214359629
67587,53.31673604,-6.214322038
67588,53.31674073,-6.213205901
67589,53.31674317,-6.213368624
67590,53.31674774,-6.213515371
67591,53.31685499,-6.214166161
67592,53.31713557,-6.214925684
67593,53.31720062,-6.214695807
67594,53.31720834,-6.214258634
67595,53.31720972,-6.214477796
67596,53.31721825,-6.214920644
67597,53.31722747,-6.214647029
67598,53.31722778,-6.214349958
67599,53.31723796,-6.214584638
67600,53.31724059,-6.214506689
67601,53.31724699,-6.214298323
67602,53.31725492,-6.214701483
67603,53.31726106,-6.214539195
67604,53.31726491,-6.214351585
67605,53.3172655,-6.214645442
67606,53.31727727,-6.213629456
67607,53.31727814,-6.214918144
67608,53.31728304,-6.214482678
67609,53.31728653,-6.214271255
67610,53.31729968,-6.214352188
67611,53.31730155,-6.214549177
67612,53.31730223,-6.214621052
67613,53.31730223,-6.21472373
67614,53.31730697,-6.214403907
67615,53.31730825,-6.213781571
67616,53.31730879,-6.214203115
67617,53.31731001,-6.214950174
67618,53.31731007,-6.213965631
67619,53.31731593,-6.215027766
67620,53.31731727,-6.211919753
