Unnamed: 0,id,POINT_Y,POINT_X,geometry,index_right,postcodes
178044,178044,53.35544619,-6.165386666,POINT (-6.165386666 53.35544619),15,Dublin 3
181028,181028,53.36914494,-6.229813293,POINT (-6.229813293 53.36914494),15,Dublin 3
181029,181029,53.36917421,-6.229876521,POINT (-6.229876521 53.36917421),15,Dublin 3
181030,181030,53.36920815,-6.229826842,POINT (-6.229826842 53.36920815),15,Dublin 3
181031,181031,53.36925191,-6.229981299,POINT (-6.229981299 53.36925191),15,Dublin 3
181032,181032,53.36928756,-6.230160143,POINT (-6.230160143 53.36928756),15,Dublin 3
181033,181033,53.3692908,-6.230008396,POINT (-6.230008396 53.3692908),15,Dublin 3
181036,181036,53.36937346,-6.230398602,POINT (-6.230398602 53.36937346),15,Dublin 3
181038,181038,53.36940911,-6.230344407,POINT (-6.230344407 53.36940911),15,Dublin 3
181094,181094,53.36828785,-6.229224962,POINT (-6.229224962 53.36828785),15,Dublin 3
181095,181095,53.36837651,-6.229366611,POINT (-6.229366611 53.36837651),15,Dublin 3
181096,181096,53.368447,-6.229476809,POINT (-6.229476809 53.368447),15,Dublin 3
181097,181097,53.3685032,-6.229539927,POINT (-6.229539927 53.3685032),15,Dublin 3
181098,181098,53.36851755,-6.22944764,POINT (-6.22944764 53.36851755),15,Dublin 3
181099,181099,53.36856575,-6.229549382,POINT (-6.229549382 53.36856575),15,Dublin 3
181100,181100,53.3685956,-6.229462681,POINT (-6.229462681 53.3685956),15,Dublin 3
181101,181101,53.36864968,-6.229505778,POINT (-6.229505778 53.36864968),15,Dublin 3
181102,181102,53.37396265,-6.244406101,POINT (-6.244406101 53.37396265),15,Dublin 3
181103,181103,53.37404884,-6.24428344,POINT (-6.24428344 53.37404884),15,Dublin 3
181104,181104,53.37409583,-6.244345765,POINT (-6.244345765 53.37409583),15,Dublin 3
181769,181769,53.37320354,-6.245752025,POINT (-6.245752025 53.37320354),15,Dublin 3
181770,181770,53.37323202,-6.245747674,POINT (-6.245747674 53.37323202),15,Dublin 3
181771,181771,53.3733057,-6.245712833,POINT (-6.245712833 53.3733057),15,Dublin 3
181772,181772,53.37332253,-6.245921793,POINT (-6.245921793 53.37332253),15,Dublin 3
181773,181773,53.37337582,-6.245694044,POINT (-6.245694044 53.37337582),15,Dublin 3
181774,181774,53.37344324,-6.245621286,POINT (-6.245621286 53.37344324),15,Dublin 3
181775,181775,53.37344531,-6.245891608,POINT (-6.245891608 53.37344531),15,Dublin 3
181776,181776,53.37353241,-6.245604895,POINT (-6.245604895 53.37353241),15,Dublin 3
181777,181777,53.37355447,-6.245810771,POINT (-6.245810771 53.37355447),15,Dublin 3
181778,181778,53.37359469,-6.245570522,POINT (-6.245570522 53.37359469),15,Dublin 3
181779,181779,53.37363548,-6.245756541,POINT (-6.245756541 53.37363548),15,Dublin 3
181780,181780,53.37365274,-6.245507692,POINT (-6.245507692 53.37365274),15,Dublin 3
181781,181781,53.37365782,-6.24572381,POINT (-6.24572381 53.37365782),15,Dublin 3
181782,181782,53.3737067,-6.245683626,POINT (-6.245683626 53.3737067),15,Dublin 3
181783,181783,53.37372115,-6.245501699,POINT (-6.245501699 53.37372115),15,Dublin 3
181784,181784,53.37376636,-6.245471209,POINT (-6.245471209 53.37376636),15,Dublin 3
181785,181785,53.37378557,-6.245613577,POINT (-6.245613577 53.37378557),15,Dublin 3
181786,181786,53.37385276,-6.245394444,POINT (-6.245394444 53.37385276),15,Dublin 3
181787,181787,53.37397267,-6.24451648,POINT (-6.24451648 53.37397267),15,Dublin 3
181788,181788,53.37398726,-6.244662807,POINT (-6.244662807 53.37398726),15,Dublin 3
181789,181789,53.37400184,-6.245280634,POINT (-6.245280634 53.37400184),15,Dublin 3
181790,181790,53.37403425,-6.24486604,POINT (-6.24486604 53.37403425),15,Dublin 3
181791,181791,53.3740699,-6.244670937,POINT (-6.244670937 53.3740699),15,Dublin 3
181792,181792,53.37407314,-6.245500125,POINT (-6.245500125 53.37407314),15,Dublin 3
181793,181793,53.37407476,-6.244765779,POINT (-6.244765779 53.37407476),15,Dublin 3
181794,181794,53.37410717,-6.244874169,POINT (-6.244874169 53.37410717),15,Dublin 3
181795,181795,53.37411203,-6.245071982,POINT (-6.245071982 53.37411203),15,Dublin 3
181796,181796,53.37412662,-6.244679066,POINT (-6.244679066 53.37412662),15,Dublin 3
181797,181797,53.37412824,-6.24532399,POINT (-6.24532399 53.37412824),15,Dublin 3
181798,181798,53.37413148,-6.244603193,POINT (-6.244603193 53.37413148),15,Dublin 3
181799,181799,53.37413958,-6.244511061,POINT (-6.244511061 53.37413958),15,Dublin 3
181800,181800,53.37415453,-6.244902852,POINT (-6.244902852 53.37415453),15,Dublin 3
181801,181801,53.37415741,-6.2447441,POINT (-6.2447441 53.37415741),15,Dublin 3
181802,181802,53.37418982,-6.244622161,POINT (-6.244622161 53.37418982),15,Dublin 3
181803,181803,53.37420116,-6.245256246,POINT (-6.245256246 53.37420116),15,Dublin 3
181804,181804,53.37421088,-6.24509908,POINT (-6.24509908 53.37421088),15,Dublin 3
181805,181805,53.37422547,-6.244811845,POINT (-6.244811845 53.37422547),15,Dublin 3
181806,181806,53.37424329,-6.245486576,POINT (-6.245486576 53.37424329),15,Dublin 3
181807,181807,53.37427084,-6.244939204,POINT (-6.244939204 53.37427084),15,Dublin 3
181808,181808,53.37430325,-6.245202051,POINT (-6.245202051 53.37430325),15,Dublin 3
181809,181809,53.37430811,-6.245486576,POINT (-6.245486576 53.37430811),15,Dublin 3
181810,181810,53.37431297,-6.245080111,POINT (-6.245080111 53.37431297),15,Dublin 3
181812,181812,53.37435511,-6.245269795,POINT (-6.245269795 53.37435511),15,Dublin 3
190304,190304,53.36594384,-6.233916903,POINT (-6.233916903 53.36594384),15,Dublin 3
190305,190305,53.36673873,-6.233294668,POINT (-6.233294668 53.36673873),15,Dublin 3
190306,190306,53.36700262,-6.234126232,POINT (-6.234126232 53.36700262),15,Dublin 3
190307,190307,53.37023053,-6.237522743,POINT (-6.237522743 53.37023053),15,Dublin 3
190308,190308,53.37027744,-6.237565525,POINT (-6.237565525 53.37027744),15,Dublin 3
190309,190309,53.37030516,-6.237668916,POINT (-6.237668916 53.37030516),15,Dublin 3
190310,190310,53.3703257,-6.237581871,POINT (-6.237581871 53.3703257),15,Dublin 3
190311,190311,53.37042672,-6.237659214,POINT (-6.237659214 53.37042672),15,Dublin 3
190312,190312,53.37046507,-6.237622568,POINT (-6.237622568 53.37046507),15,Dublin 3
190313,190313,53.37050845,-6.237620409,POINT (-6.237620409 53.37050845),15,Dublin 3
190314,190314,53.37076254,-6.238022435,POINT (-6.238022435 53.37076254),15,Dublin 3
190315,190315,53.37079282,-6.237972147,POINT (-6.237972147 53.37079282),15,Dublin 3
190316,190316,53.37084553,-6.237918279,POINT (-6.237918279 53.37084553),15,Dublin 3
