Unnamed: 0,id,POINT_Y,POINT_X,geometry,index_right,postcodes
161282,161282,53.37609167,-6.302315799,POINT (-6.302315799 53.37609167),3,Dublin 11
161287,161287,53.37611594,-6.304259663,POINT (-6.304259663 53.37611594),3,Dublin 11
161290,161290,53.37613087,-6.303871057,POINT (-6.303871057 53.37613087),3,Dublin 11
161292,161292,53.376133,-6.303792622,POINT (-6.303792622 53.376133),3,Dublin 11
161294,161294,53.37614579,-6.30433121,POINT (-6.30433121 53.37614579),3,Dublin 11
161296,161296,53.37614853,-6.302241524,POINT (-6.302241524 53.37614853),3,Dublin 11
161298,161298,53.37615005,-6.303657145,POINT (-6.303657145 53.37615005),3,Dublin 11
161299,161299,53.3761503,-6.303308112,POINT (-6.303308112 53.3761503),3,Dublin 11
161303,161303,53.3761799,-6.304445053,POINT (-6.304445053 53.3761799),3,Dublin 11
161304,161304,53.3761799,-6.304134881,POINT (-6.304134881 53.3761799),3,Dublin 11
161306,161306,53.37618203,-6.303518102,POINT (-6.303518102 53.37618203),3,Dublin 11
161309,161309,53.37618843,-6.303789057,POINT (-6.303789057 53.37618843),3,Dublin 11
161313,161313,53.37622847,-6.302779275,POINT (-6.302779275 53.37622847),3,Dublin 11
161315,161315,53.37624269,-6.302960505,POINT (-6.302960505 53.37624269),3,Dublin 11
161316,161316,53.37624446,-6.303216011,POINT (-6.303216011 53.37624446),3,Dublin 11
161318,161318,53.37624599,-6.303896013,POINT (-6.303896013 53.37624599),3,Dublin 11
161321,161321,53.37625239,-6.303735579,POINT (-6.303735579 53.37625239),3,Dublin 11
161322,161322,53.37625335,-6.303132823,POINT (-6.303132823 53.37625335),3,Dublin 11
161323,161323,53.37625335,-6.302835724,POINT (-6.302835724 53.37625335),3,Dublin 11
161324,161324,53.37625452,-6.304248967,POINT (-6.304248967 53.37625452),3,Dublin 11
161325,161325,53.37626045,-6.302167249,POINT (-6.302167249 53.37626045),3,Dublin 11
161326,161326,53.37628177,-6.303322967,POINT (-6.303322967 53.37628177),3,Dublin 11
161329,161329,53.37629243,-6.302601015,POINT (-6.302601015 53.37629243),3,Dublin 11
161330,161330,53.3762929,-6.304402271,POINT (-6.304402271 53.3762929),3,Dublin 11
161337,161337,53.37632701,-6.30433121,POINT (-6.30433121 53.37632701),3,Dublin 11
