id,POINT_Y,POINT_X
202650,53.39309516,-6.259405152
202651,53.39309816,-6.259783741
202652,53.39312518,-6.25977827
202653,53.39312625,-6.2598184
202654,53.39315064,-6.259762503
202655,53.39319812,-6.25962947
202656,53.39330174,-6.26014721
202657,53.39331299,-6.260200858
202658,53.39332301,-6.26023546
202659,53.39335818,-6.259307664
202660,53.39339086,-6.260301166
202661,53.39341501,-6.25954059
202662,53.39344058,-6.259345693
202663,53.39356124,-6.260179592
202664,53.3935822,-6.260116673
202665,53.39372331,-6.259260128
202666,53.39374249,-6.260122906
202667,53.39375456,-6.259545344
202668,53.39379576,-6.260179949
202669,53.39448196,-6.259583373
202670,53.39479935,-6.258788468
202671,53.39483345,-6.259133875
202672,53.39485545,-6.259256313
202673,53.39492572,-6.259297527
202674,53.39377871,-6.260276209
202675,53.39475879,-6.260090783
202676,53.39463448,-6.259511439
202677,53.39504648,-6.259463903
202678,53.39501273,-6.259359918
202679,53.37578366,-6.22784977
202680,53.37615993,-6.227793428
202681,53.37541646,-6.227906608
202682,53.35959623,-6.26072235
202683,53.35926501,-6.260614697
202684,53.35955326,-6.260477156
202685,53.35813902,-6.260619992
202686,53.35819223,-6.260667212
202687,53.35947715,-6.260257415
202688,53.35839395,-6.260481448
202689,53.35754444,-6.260514263
202690,53.35765591,-6.260540883
202691,53.35795903,-6.260489008
202692,53.35910245,-6.260230155
202693,53.35917024,-6.260182076
202694,53.35936688,-6.26006775
202695,53.35943799,-6.260026593
202696,53.35843518,-6.26027229
202697,53.35850126,-6.260295194
202698,53.35730555,-6.260354542
202699,53.35731465,-6.260208131
202700,53.35732716,-6.260303203
202701,53.35905828,-6.259940968
202702,53.3593335,-6.259940729
202703,53.3593782,-6.259775306
202704,53.35837914,-6.260150948
202705,53.35912785,-6.25984741
202706,53.35831391,-6.260070244
202707,53.35841173,-6.260072235
202708,53.35853422,-6.260026807
202709,53.35857981,-6.259916165
202710,53.35773839,-6.260253766
202711,53.35933745,-6.259581026
202712,53.35821851,-6.259848098
202713,53.35835517,-6.259829004
202714,53.35704278,-6.260078834
202715,53.3570587,-6.259983762
202716,53.35708032,-6.260044608
202717,53.35929602,-6.259397211
202718,53.35835395,-6.259634449
202719,53.35846834,-6.259669623
202720,53.35872042,-6.25966852
202721,53.35584994,-6.259885926
202722,53.35586104,-6.259742681
202723,53.35589266,-6.259954051
202724,53.355938,-6.259777555
202725,53.35594002,-6.260021683
202726,53.35598919,-6.259720512
202727,53.35599454,-6.259846552
202728,53.35604924,-6.259764825
202729,53.3561217,-6.259270965
202730,53.35618086,-6.259332153
202731,53.35624204,-6.259532383
202732,53.35636806,-6.259531222
202733,53.3563718,-6.259298533
202734,53.35640873,-6.259408324
202735,53.35642977,-6.259278283
202736,53.35644809,-6.259392811
202737,53.35790766,-6.259214615
202738,53.35923648,-6.25914172
202739,53.35780243,-6.259155195
202740,53.35788064,-6.259195601
202741,53.35970433,-6.26064955
202742,53.3596598,-6.260451765
202743,53.35960592,-6.260184733
202744,53.35955766,-6.259922114
202745,53.35970775,-6.259761852
202746,53.3597458,-6.259827087
202747,53.35978858,-6.259923136
202748,53.35963704,-6.25970749
202749,53.35944246,-6.259490478
202750,53.35964354,-6.2595665
202751,53.35957589,-6.259177291
202752,53.35964599,-6.259256748
202753,53.35972257,-6.259330454
202754,53.35982563,-6.259419544
